company,job_title,job_type,experience_level,skills,skills_list,combined_text,combined_cleaned
Amazon.com,"business intelligence engineer, its-bi",Full Time,Senior-level,"['data analytics', 'data mining', 'data warehouse', 'aws', 'data visualization', 'business intelligence']","['data analytics', 'data mining', 'data warehouse', 'aws', 'data visualization', 'business intelligence']","business intelligence engineer, its-bi Senior-level ['data analytics', 'data mining', 'data warehouse', 'aws', 'data visualization', 'business intelligence']",business intelligence engineer its bi senior level data analytics data mining data warehouse aws data visualization business intelligence
EX2 Outcoding,machine learning engineer,Full Time,Mid-level,"['research', 'machine learning', 'ml models', 'statistics', 'engineering']","['research', 'machine learning', 'ml models', 'statistics', 'engineering']","machine learning engineer Mid-level ['research', 'machine learning', 'ml models', 'statistics', 'engineering']",machine learning engineer mid level research machine learning ml models statistics engineering
Bosch Group,research engineer electrolysis and fuel cell experiments,Full Time,No Experience,"['research', 'mathematics', 'robotics', 'phd', 'chemistry', 'engineering']","['research', 'mathematics', 'robotics', 'phd', 'chemistry', 'engineering']","research engineer electrolysis and fuel cell experiments No Experience ['research', 'mathematics', 'robotics', 'phd', 'chemistry', 'engineering']",research engineer electrolysis and fuel cell experiments no experience research mathematics robotics phd chemistry engineering
Baresquare,graduate data analyst,Full Time,Entry-level,"['data analytics', 'data studio', 'excel', 'mathematics', 'economics']","['data analytics', 'data studio', 'excel', 'mathematics', 'economics']","graduate data analyst Entry-level ['data analytics', 'data studio', 'excel', 'mathematics', 'economics']",graduate data analyst entry level data analytics data studio excel mathematics economics
Mindvalley,senior data analyst,Full Time,Senior-level,"['data quality', 'data analytics', 'aws', 'computer science', 'azure', 'business intelligence']","['data quality', 'data analytics', 'aws', 'computer science', 'azure', 'business intelligence']","senior data analyst Senior-level ['data quality', 'data analytics', 'aws', 'computer science', 'azure', 'business intelligence']",senior data analyst senior level data quality data analytics aws computer science azure business intelligence
AccorCorpo,"analytics engineer - ena london, warsaw (f/m)",Full Time,No Experience,"['etl', 'data pipelines', 'data analysis', 'computer science', 'data quality', 'pipelines']","['etl', 'data pipelines', 'data analysis', 'computer science', 'data quality', 'pipelines']","analytics engineer - ena london, warsaw (f/m) No Experience ['etl', 'data pipelines', 'data analysis', 'computer science', 'data quality', 'pipelines']",analytics engineer ena london warsaw f m no experience etl data pipelines data analysis computer science data quality pipelines
Brightspeed,"senior data engineer, operations",Full Time,Senior-level,"['etl', 'agile', 'gcp', 'cx', 'privacy', 'elt']","['etl', 'agile', 'gcp', 'cx', 'privacy', 'elt']","senior data engineer, operations Senior-level ['etl', 'agile', 'gcp', 'cx', 'privacy', 'elt']",senior data engineer operations senior level etl agile gcp cx privacy elt
Databricks,senior data engineer,Full Time,Senior-level,"['business analytics', 'apis', 'architecture', 'data analysis', 'big data', 'business intelligence']","['business analytics', 'apis', 'architecture', 'data analysis', 'big data', 'business intelligence']","senior data engineer Senior-level ['business analytics', 'apis', 'architecture', 'data analysis', 'big data', 'business intelligence']",senior data engineer senior level business analytics apis architecture data analysis big data business intelligence
Playvalve,senior data scientist,Full Time,Senior-level,"['deep learning', 'data strategy', 'gcp', 'aws', 'data visualization', 'azure']","['deep learning', 'data strategy', 'gcp', 'aws', 'data visualization', 'azure']","senior data scientist Senior-level ['deep learning', 'data strategy', 'gcp', 'aws', 'data visualization', 'azure']",senior data scientist senior level deep learning data strategy gcp aws data visualization azure
Motius,senior project manager & product owner (m/f/d) - data engineering,Full Time,Senior-level,"['airflow', 'chatbots', 'big data', 'computer science', 'devops', 'engineering']","['airflow', 'chatbots', 'big data', 'computer science', 'devops', 'engineering']","senior project manager & product owner (m/f/d) - data engineering Senior-level ['airflow', 'chatbots', 'big data', 'computer science', 'devops', 'engineering']",senior project manager product owner m f d data engineering senior level airflow chatbots big data computer science devops engineering
CI&T,"job 10464 data scientist master, brazil",Full Time,Senior-level,"['etl', 'power bi', 'causal inference', 'big data', 'data mining', 'machine learning']","['etl', 'power bi', 'causal inference', 'big data', 'data mining', 'machine learning']","job 10464 data scientist master, brazil Senior-level ['etl', 'power bi', 'causal inference', 'big data', 'data mining', 'machine learning']",job 10464 data scientist master brazil senior level etl power bi causal inference big data data mining machine learning
Vianai Systems,data scientist,Full Time,Senior-level,"['agile', 'deep learning', 'data mining', 'data warehouse', 'computer science', 'business intelligence']","['agile', 'deep learning', 'data mining', 'data warehouse', 'computer science', 'business intelligence']","data scientist Senior-level ['agile', 'deep learning', 'data mining', 'data warehouse', 'computer science', 'business intelligence']",data scientist senior level agile deep learning data mining data warehouse computer science business intelligence
Playvalve,senior data engineer,Full Time,Senior-level,"['data pipelines', 'data strategy', 'architecture', 'azure', 'aws', 'data quality']","['data pipelines', 'data strategy', 'architecture', 'azure', 'aws', 'data quality']","senior data engineer Senior-level ['data pipelines', 'data strategy', 'architecture', 'azure', 'aws', 'data quality']",senior data engineer senior level data pipelines data strategy architecture azure aws data quality
Tubi,lead analytics engineer,Full Time,Senior-level,"['agile', 'architecture', 'big data', 'aws', 'computer science', 'business intelligence']","['agile', 'architecture', 'big data', 'aws', 'computer science', 'business intelligence']","lead analytics engineer Senior-level ['agile', 'architecture', 'big data', 'aws', 'computer science', 'business intelligence']",lead analytics engineer senior level agile architecture big data aws computer science business intelligence
Farfetch,junior data engineer,Full Time,Entry-level,"['data pipelines', 'architecture', 'cx', 'aws', 'azure', 'airflow']","['data pipelines', 'architecture', 'cx', 'aws', 'azure', 'airflow']","junior data engineer Entry-level ['data pipelines', 'architecture', 'cx', 'aws', 'azure', 'airflow']",junior data engineer entry level data pipelines architecture cx aws azure airflow
ShopriteX,machine learning engineer,Full Time,Senior-level,"['agile', 'business analytics', 'architecture', 'aws', 'azure', 'ann']","['agile', 'business analytics', 'architecture', 'aws', 'azure', 'ann']","machine learning engineer Senior-level ['agile', 'business analytics', 'architecture', 'aws', 'azure', 'ann']",machine learning engineer senior level agile business analytics architecture aws azure ann
C. Hoare & Co.,data quality analyst - 12 month ftc,Full Time,Mid-level,"['data governance', 'power bi', 'data management', 'architecture', 'data quality', 'python']","['data governance', 'power bi', 'data management', 'architecture', 'data quality', 'python']","data quality analyst - 12 month ftc Mid-level ['data governance', 'power bi', 'data management', 'architecture', 'data quality', 'python']",data quality analyst 12 month ftc mid level data governance power bi data management architecture data quality python
iTech Media,commercial data analyst,Full Time,Senior-level,"['data governance', 'finance', 'apis', 'data analysis', 'data quality', 'engineering']","['data governance', 'finance', 'apis', 'data analysis', 'data quality', 'engineering']","commercial data analyst Senior-level ['data governance', 'finance', 'apis', 'data analysis', 'data quality', 'engineering']",commercial data analyst senior level data governance finance apis data analysis data quality engineering
FREE NOW,product data analyst (m/f/d) - berlin,Full Time,Senior-level,"['qlikview', 'computer science', 'engineering', 'python', 'mathematics', 'economics']","['qlikview', 'computer science', 'engineering', 'python', 'mathematics', 'economics']","product data analyst (m/f/d) - berlin Senior-level ['qlikview', 'computer science', 'engineering', 'python', 'mathematics', 'economics']",product data analyst m f d berlin senior level qlikview computer science engineering python mathematics economics
