company,job_title,job_type,experience_level,skills
NielsenIQ,data scientist,Full Time,Entry-level,"['genetics', 'sql', 'data quality', 'python', 'business intelligence', 'r']"
Fannie Mae,finance data management manager (hybrid),Full Time,Executive-level,"['agile', 'architecture', 'athena', 'aws', 'computer science', 'classification']"
NBCUniversal,"sr data analyst, marketing technology",Full Time,Senior-level,"['etl', 'data governance', 'architecture', 'data analysis', 'excel', 'data visualization']"
Red Gate Group,cloud data engineer (ts/sci poly),Full Time,Senior-level,"['agile', 'cassandra', 'architecture', 'data analytics', 'big data', 'consulting']"
Visa,director- data science platform,Full Time,Executive-level,"['horovod', 'hadoop', 'computer science', 'business intelligence', 'engineering', 'docker']"
DataStax,presales data architect - streaming (remote us),Full Time,Senior-level,"['kafka', 'gcp', 'aws', 'azure', 'distributed systems', 'engineering']"
Allegro,big data engineer,Full Time,Senior-level,"['big data', 'bigquery', 'gcp', 'dataflow', 'dataproc', 'airflow']"
Hitachi Solutions,"senior azure data architect w/databricks - d&a (remote, costa rica-based)",Full Time,Senior-level,"['data pipelines', 'apis', 'databricks', 'aws', 'azure', 'engineering']"
Sewan,product data analyst snior (h/f) en cdi paris,Full Time,Senior-level,"['amplitude', 'python', 'r', 'sql']"
Ample Insight Inc.,delivery manager - data and ai consulting services,Full Time,Executive-level,"['mathematics', 'consulting', 'computer science', 'phd', 'consulting firm', 'engineering']"
Hitachi Solutions,data engineer with databricks - d&a (remote/costa rica-based),Full Time,Senior-level,"['architecture', 'big data', 'databricks', 'aws', 'azure', 'airflow']"
Bosch Group,sustainability data analyst,Full Time,No Experience,"['power bi', 'sql', 'excel', 'industrial', 'engineering']"
Publicis Groupe,senior data analyst,Full Time,Senior-level,"['data analysis', 'sql', 'data mining', 'privacy', 'statistics']"
Experian,gtm data analyst,Full Time,Senior-level,"['data governance', 'power bi', 'tableau', 'data management', 'privacy', 'data quality']"
Verisk,research analyst - lng,Full Time,Senior-level,"['power bi', 'excel', 'data visualization', 'privacy', 'pipelines', 'consulting']"
Procore Technologies,staff data engineer,Full Time,Senior-level,"['etl', 'athena', 'aws', 'computer science', 'classification', 'engineering']"
Stream Realty,senior research analyst,Full Time,Executive-level,"['power bi', 'research', 'market research', 'data visualization', 'python', 'r']"
Bosch Group,data scientist (m/f),Full Time,Senior-level,"['agile', 'data analysis', 'databricks', 'computer science', 'azure', 'consulting']"
Syngenta Group,data scientist - agronomie (h/f) - cdi,Full Time,Senior-level,"['power bi', 'data mining', 'd3', 'matplotlib', 'python', 'r']"
Publicis Groupe,data analyst,Full Time,Mid-level,"['data analysis', 'bigquery', 'computer science', 'data visualization', 'spark', 'mathematics']"
Motorway,ml platform engineer,Full Time,Mid-level,"['deep learning', 'cd', 'aws', 'ec2', 'ci', 'devops', 'docker']"
Cowbell,senior data engineer,Full Time,Senior-level,"['apis', 'architecture', 'big data', 'aws', 'computer science', 'azure']"
Braze,business intelligence developer,Full Time,Senior-level,"['agile', 'data governance', 'data analysis', 'data visualization', 'data quality', 'business intelligence']"
ProCogia,senior azure data engineer,Full Time,Senior-level,"['agile', 'apis', 'architecture', 'computer science', 'azure', 'consulting']"
DeepIntent,data analyst,Full Time,Senior-level,"['architecture', 'data mining', 'aws', 'computer science', 'excel', 'engineering']"
Datalogue GmbH,cloud data engineer (m/w/d),Full Time,Entry-level,"['data pipelines', 'pipelines', 'cx', 'php', 'business intelligence', 'engineering']"
SendBird,senior marketing data analyst,Full Time,Senior-level,"['apis', 'okr', 'data analytics', 'excel', 'looker', 'consulting']"
Hitachi Solutions,"senior azure data architect w/databricks (remote, costa rica-based)",Full Time,Senior-level,"['data pipelines', 'apis', 'databricks', 'aws', 'azure', 'engineering']"
Tribal Credit,analytics engineer,Full Time,Senior-level,"['etl', 'agile', 'data warehousing', 'data pipelines', 'architecture', 'engineering']"
Hims & Hers,senior data engineer,Full Time,Senior-level,"['agile', 'apis', 'architecture', 'bigquery', 'aws', 'airflow']"
Visium,machine learning engineer,Full Time,Mid-level,"['clustering', 'apis', 'architecture', 'cx', 'd3', 'classification']"
Altos Labs,"scientist, computational biology, omics data analysis",Full Time,Senior-level,"['biology', 'genetics', 'data analysis', 'cluster analysis', 'numpy', 'mathematics']"
Visa,"senior director - head of internal data science, visa europe",Full Time,Executive-level,"['hiveql', 'business analytics', 'computer science', 'machine learning', 'engineering', 'economics']"
DeepMind,"research engineer, safe, reliable & trustworthy ai",Full Time,Senior-level,"['deep learning', 'jax', 'prototyping', 'machine learning', 'phd', 'engineering']"
Intercom,senior machine learning scientist,Full Time,Senior-level,"['eda', 'deep learning', 'clustering', 'data analysis', 'engineering', 'bayesian']"
Syngenta Group,data scientist & bi developer,Full Time,Senior-level,"['biology', 'agile', 'data analysis', 'data analytics', 'big data', 'chemistry']"
Tuune,biomedical research/data scientist,Full Time,Entry-level,"['research', 'phd']"
Tiger Analytics,"data scientist (dl & ai modeling, forecasting) (canada)",Full Time,Mid-level,"['deep learning', 'computer science', 'data visualization', 'consulting firm', 'consulting', 'economics']"
Wish,"senior staff software engineer, data storage",Full Time,Senior-level,"['cassandra', 'architecture', 'aws', 'computer science', 'distributed systems', 'docker']"
KMS Technology,"senior data engineer, kms healthcare",Full Time,Senior-level,"['agile', 'data management', 'data pipelines', 'data analysis', 'aws', 'data quality']"
Definitive Logic,data science intern,Internship,Entry-level,"['data analytics', 'data analysis', 'big data', 'data visualization', 'consulting firm', 'consulting']"
OpenSea,"senior data engineer, infrastructure",Full Time,Senior-level,"['data pipelines', 'airflow', 'big data', 'athena', 'aws', 'blockchain']"
DeepIntent,senior data analyst,Full Time,Senior-level,"['data analytics', 'data mining', 'aws', 'computer science', 'excel', 'engineering']"
Publicis Groupe,associate data engineer,Full Time,Mid-level,"['big data', 'athena', 'cd', 'aws', 'azure', 'ci', 'business intelligence']"
DuckDuckGo,"senior backend engineer, ai",Full Time,Senior-level,"['genetics', 'perl', 'machine learning', 'ml models', 'privacy', 'engineering']"
SSENSE,"senior manager data science - performance marketing (montreal, qc)",Full Time,Senior-level,"['agile', 'architecture', 'aws', 'computer science', 'classification', 'consulting']"
lastminute.com,data specialist (engineering & analytics) - fintech,Full Time,Entry-level,"['etl', 'data analysis', 'data mining', 'computer science', 'data quality', 'engineering']"
Exadel,senior data engineer,Full Time,Senior-level,"['agile', 'data analysis', 'cd', 'azure', 'ci', 'dataops', 'consulting']"
H&M Group,"regional insight analyst, crm & loyalty",Full Time,Senior-level,"['power bi', 'data management', 'cx', 'sas', 'engineering', 'economics']"
Bosch Group,data engineer (m/f),Full Time,Senior-level,"['agile', 'data analysis', 'cd', 'computer science', 'azure', 'ci', 'consulting']"
JACOBS DOUWE EGBERTS,r&d packaging sustainability data specialist,Full Time,Entry-level,"['data analysis', 'rd', 'data quality', 'engineering', 'r']"
Amazon.com,"sr business intelligence engineer, corp - jp",Full Time,Senior-level,"['mathematics', 'business intelligence', 'engineering', 'sql']"
SendBird,"senior software engineer, data platform",Full Time,Senior-level,"['bigquery', 'athena', 'aws', 'dataflow', 'airflow', 'consulting']"
Motional,"engineer, autonomy systems & sensors",Full Time,Senior-level,"['architecture', 'jira', 'sql', 'robotics', 'engineering']"
DigitalOnUs,data engineer (senior),Full Time,Senior-level,"['apis', 'data analysis', 'big data', 'databricks', 'computer science', 'azure']"
Octopus Energy,machine learning engineer,Full Time,Senior-level,"['github', 'databricks', 'grafana', 'aws', 'airflow', 'engineering']"
Standard Bank Group,"senior analyst, data quality & analytics",Full Time,Senior-level,"['cassandra', 'architecture', 'big data', 'azkaban', 'aws', 'airflow']"
Xero,data analyst,Full Time,No Experience,"['data governance', 'research', 'data warehousing', 'snowflake', 'data analytics', 'python']"
FREE NOW,senior data scientist marketplace (m/f/d) - dublin,Full Time,Senior-level,"['databricks', 'computer science', 'machine learning', 'computer vision', 'feature engineering', 'engineering']"
SendBird,"software engineer, data infrastructure",Full Time,Senior-level,"['business analytics', 'data management', 'apis', 'bigquery', 'aws', 'consulting']"
NorthBay Solutions,lead machine learning engineer,Full Time,Senior-level,"['agile', 'deep learning', 'aws', 'javascript', 'computer vision', 'consulting']"
Arcadia,senior data analyst,Full Time,Senior-level,"['research', 'data analysis', 'sas', 'engineering', 'python', 'r']"
Zoox,machine learning engineer - motion planning,Full Time,Senior-level,"['deep learning', 'autonomous driving', 'architecture', 'computer science', 'cuda', 'gpt']"
Talan,consultant(e) power bi confirm(e),Full Time,Senior-level,"['power bi', 'data management', 'big data', 'robotics', 'php', 'python']"
Metyis,data science associate,Full Time,Mid-level,"['banking', 'finance', 'data analysis', 'hadoop', 'excel', 'economics']"
Audigent,mid-level software engineer - data team,Full Time,Mid-level,"['apis', 'big data', 'athena', 'aws', 'azure', 'airflow']"
Visa,lead data scientist,Full Time,Senior-level,"['agile', 'banking', 'hadoop', 'fintech', 'consulting firm', 'consulting']"
Barbaricum,ai intern (chatgpt specialist),Internship,Entry-level,"['apis', 'gpt3', 'gpt4', 'chatgpt', 'gpt', 'engineering']"
Standard Bank Group,data engineer,Full Time,Entry-level,"['agile', 'engineering']"
METRO/MAKRO,stage 6 mois - data scientist junior h/f,Full Time,Entry-level,"['power bi', 'big data', 'sql', 'python', 'r']"
Thirty Madison,data analyst ii,Full Time,Senior-level,"['snowflake', 'security', 'data analytics', 'data analysis', 'looker', 'data visualization']"
Block,machine learning engineer,Full Time,Senior-level,"['data pipelines', 'banking', 'databricks', 'aws', 'crypto', 'blockchain']"
Visa,"sr data engineer - spark, python",Full Time,Senior-level,"['agile', 'big data', 'data mining', 'data visualization', 'business intelligence', 'engineering']"
Bosch Group,ecq3 full stack machine learning developer,Full Time,Senior-level,"['deep learning', 'architecture', 'industrial', 'engineering', 'git', 'classification']"
K Health,machine learning infrastructure engineer,Full Time,Senior-level,"['airflow', 'gcp', 'aws', 'google cloud', 'azure', 'devops']"
Spotify,"research scientist, computational economics",Full Time,Senior-level,"['research', 'computer science', 'recommender systems', 'machine learning', 'phd', 'economics']"
Gapstars,data engineer,Full Time,Mid-level,"['data analysis', 'bigquery', 'chatgpt', 'aws', 'computer science', 'dataflow']"
23andMe,"scientist i/ii, computational biology - target biology",Full Time,Senior-level,"['biology', 'genetics', 'data analysis', 'aws', 'azure', 'drug discovery']"
Visa,"manager, business insights & data analytics",Full Time,Executive-level,"['data strategy', 'data analytics', 'computer science', 'excel', 'phd', 'economics']"
Amazon.com,"applied scientist, generative ai, creative x",Full Time,Senior-level,"['b testing', 'diffusion models', 'data analysis', 'big data', 'computer science', 'a', 'computer vision']"
WITHIN,junior data scientist,Full Time,Mid-level,"['apis', 'gcp', 'computer science', 'aws', 'google cloud', 'azure']"
DrDoctor,data product manager,Full Time,Mid-level,"['etl', 'agile', 'data warehousing', 'machine learning', 'business intelligence', 'engineering']"
Databricks,staff data architect,Full Time,Senior-level,"['data analytics', 'architecture', 'databricks', 'aws', 'computer science', 'azure']"
Nextdoor,generative ai engineer,Full Time,Entry-level,"['deep learning', 'llms', 'computer science', 'machine learning', 'nlp', 'engineering']"
Tubi,"senior software engineer, machine learning infrastructure",Full Time,Senior-level,"['kafka', 'cassandra', 'aws', 'distributed systems', 'engineering', 'docker']"
Dropbox,data scientist,Full Time,Senior-level,"['consulting', 'hadoop', 'computer science', 'business intelligence', 'engineering', 'economics']"
Valerann,data scientist in mobility,Full Time,Mid-level,"['agile', 'azure', 'aws', 'data quality', 'computer vision', 'docker']"
Procore Technologies,sr principal engineer - data architecture,Full Time,Senior-level,"['apis', 'architecture', 'aws', 'computer science', 'classification', 'airflow']"
BitGo,manager - data science,Full Time,Senior-level,"['business analytics', 'data pipelines', 'data analytics', 'bigquery', 'data studio', 'computer science']"
Junglee Games,etl and data warehouse testing intern,Internship,Entry-level,"['etl', 'sql', 'data warehouse', 'computer science', 'data quality', 'python']"
